Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2017,2018,2019,2020,2021,2022,Estimates Start After
Indonesia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,29.396,30.423,30.563,39.761,42.828,42.707,2021
Islamic Republic of Iran,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",486.829,513.417,655.791,938.052,"1,426.30","1,739.01",2021
Islamic Republic of Iran,"Inflation, average consumer prices",Index,,"Source: Central Bank. CBI stopped publishing price statistics since FY 2018/19, thus, desk uses Statistical Office data since then. Latest actual data: FY2021/22. The fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t) Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Base year: FY2016/17. 2016/17=100 Primary domestic currency: Iranian rial Data last updated: 04/2022",109.65,142.79,192.229,262.281,367.54,486.414,2022
Islamic Republic of Iran,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.504,13.685,9.258,7.936,8.173,8.863,2019
Islamic Republic of Iran,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,17.118,15.333,13.76,13.029,12.713,12.813,2019
Islamic Republic of Iran,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,32.95,29.298,32.735,37.416,41.455,33.955,2019
Islamic Republic of Iran,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,45.044,40.777,42.424,45.642,48.342,40.275,2019
Iraq,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",192.343,226.87,233.953,169.488,209.507,297.341,2020
Iraq,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2007. New base year introduced in Jan 2010 Primary domestic currency: Iraqi dinar  Data last updated: 03/2022,122.578,123.028,122.784,123.489,130.95,139.973,2021
Iraq,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.569,39.379,35.898,31.297,41.206,50.332,2020
Iraq,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,35.071,31.581,35.054,44.109,39.31,38.481,2020
Iraq,General government net debt,Percent of GDP,,,,,,,,,
Iraq,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,59.061,47.83,45.138,84.211,59.352,35.042,2020
Ireland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",335.312,385.215,399.165,425.549,498.891,516.146,2021
Ireland,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2021 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2022,100.058,100.775,101.642,101.183,103.617,109.485,2021
Ireland,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,25.907,25.479,24.713,22.425,22.845,22.096,2020
Ireland,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,26.203,25.33,24.202,27.364,24.856,23.537,2020
Ireland,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,58.948,54.337,48.977,52.365,49.857,48.348,2020
Ireland,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,67.785,63.136,57.215,58.434,55.265,53.283,2020
Israel,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",355.277,373.641,397.935,407.101,481.591,520.703,2021
Israel,"Inflation, average consumer prices",Index,,Source: National Statistics Office. NSO and Haver Latest actual data: 2021 Harmonized prices: No Base year: 2020 Primary domestic currency: Israeli new shekel Data last updated: 03/2022,98.9,99.708,100.55,99.958,101.45,105.031,2021
Israel,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,37.473,35.811,35.019,34.527,37.115,35.057,2020
Israel,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,38.6,39.434,38.914,45.352,41.354,38.406,2020
Israel,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,57.5,58.1,57.9,68.4,65.983,64.371,2020
Israel,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,60.162,60.358,59.504,71.672,68.93,67.096,2020
Italy,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,961.10","2,092.88","2,011.51","1,891.06","2,101.28","2,058.33",2020
Italy,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Data available from 1982 only Latest actual data: 2020 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 04/2022,101.267,102.525,103.175,103.025,105.025,110.588,2020
Italy,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,46.344,46.208,46.933,47.4,48.274,48.329,2020
Italy,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,48.763,48.394,48.473,56.997,55.449,54.31,2020
Italy,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,121.29,121.823,121.698,141.823,138.269,138.466,2020
Italy,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,134.161,134.442,134.139,155.313,150.859,150.568,2020
Jamaica,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.755,15.648,15.808,13.967,15.141,15.721,2020
Jamaica,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2019. Base year was changed from 2000 to 2019 in April 2020 Primary domestic currency: Jamaican dollar Data last updated: 03/2022,92.768,96.237,100,105.21,111.417,120.895,2020
Jamaica,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.079,30.627,30.633,29.09,30.312,28.448,2021
Jamaica,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,28.626,29.445,29.718,32.149,30.047,28.178,2021
Jamaica,General government net debt,Percent of GDP,,,,,,,,,
Jamaica,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,101.225,94.386,94.26,108.068,91.501,83.73,2021
Japan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","4,930.84","5,037.83","5,123.32","5,040.11","4,937.42","4,912.15",2020
Japan,"Inflation, average consumer prices",Index,,Source: Ministry of Internal Affairs and Communications Latest actual data: 2020 Notes: The CPI basket was constructed by averaging 2019 and 2020 weights. Harmonized prices: No Base year: 2020 Primary domestic currency: Japanese yen Data last updated: 03/2022,98.579,99.554,100.02,99.994,99.738,100.719,2020
Japan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.587,34.288,34.213,35.569,35.548,35.01,2020
Japan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,36.686,36.76,37.244,44.521,43.165,42.84,2020
Japan,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,148.109,151.129,151.372,162.374,168.868,172.135,2020
Japan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,231.416,232.466,236.139,258.996,263.141,262.544,2020
Jordan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",41.467,42.993,44.566,43.759,45.354,47.745,2020
Jordan,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2018 Primary domestic currency: Jordanian dinar Data last updated: 03/2022,95.739,100,100.678,101.077,102.411,105.282,2020
Jordan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,25.252,25.719,24.297,22.655,25.277,25.865,2020
Jordan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,28.836,30.379,30.31,31.245,33.219,32.319,2020
Jordan,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,73.61,73.948,77.287,87.881,91.709,91.454,2020
Jordan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,76.022,75.061,78.015,87.978,91.803,91.543,2020
Kazakhstan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",166.806,179.34,181.667,171.082,190.814,193.611,2020
Kazakhstan,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2021 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. Harmonized prices: No Base year: 2000. Core consumer price base year is December 2010 Primary domestic currency: Kazakhstani tenge Data last updated: 03/2022,383.718,406.837,428.17,457.28,493.871,536.01,2021
Kazakhstan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,19.822,21.426,19.679,17.509,18.702,21.705,2021
